VM,Task,Function Index,Task Name,Budget Function,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],total_used_budget_rw_per_index[0],total_used_budget_rw_per_index[1],total_used_budget_rw_per_index[2],total_used_budget_rw_per_index[3],total_used_budget_rw_per_index[4],total_used_budget_rw_per_index[5],total_used_budget_rw_per_index[6],total_used_budget_rw_per_index[7],total_used_budget_rw_per_index[8],total_used_budget_rw_per_index[9],total_used_budget_rw,calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],total_calc_rw_per_index[0],total_calc_rw_per_index[1],total_calc_rw_per_index[2],total_calc_rw_per_index[3],total_calc_rw_per_index[4],total_calc_rw_per_index[5],total_calc_rw_per_index[6],total_calc_rw_per_index[7],total_calc_rw_per_index[8],total_calc_rw_per_index[9],total_calc_rw,clock_per_period[0],clock_per_period[1],clock_per_period[2],clock_per_period[3],clock_per_period[4],clock_per_period[5],clock_per_period[6],clock_per_period[7],clock_per_period[8],clock_per_period[9],total_clock
1,1,11,shift_b_right_1,PIC,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,18,18,18,18,18,18,18,18,18,18,180,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496715,429496717,429496717,429496717,429496717,429496717,429496717,429496717,429496717,429496717,429496717,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,-272,303,302,303,303,303,303,303,303,303,303,3029
3,1,15,less_than_ab,PIC,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,21,21,210,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,-312,312,334,311,311,311,311,308,308,311,308,3125
0,0,16,max_ab,PIC,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,18,18,18,18,18,18,18,18,18,18,180,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,-272,512,310,310,310,307,307,310,310,310,310,3296
1,0,18,logical_and,PIC,14,14,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,18,18,18,18,18,18,18,18,18,18,180,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,-262,518,313,310,310,310,310,310,310,310,310,3311
0,1,17,min_ab,PIC,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,18,18,18,18,18,18,18,18,18,18,180,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,429496721,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,858993432,-272,307,337,307,310,307,307,307,307,307,307,3103
2,0,20,logical_not_equal,PIC,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,21,21,21,210,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496712,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,858993428,-312,705,312,312,309,312,312,309,312,312,312,3507
3,0,22,decrement_b_100_times,PIC,362,362,362,362,362,362,362,362,362,362,264,264,264,264,264,264,264,264,264,264,626,626,626,626,626,626,626,626,626,626,6260,429496257,429496257,429496257,429496257,429496257,429496257,429496257,429496257,429496257,429496257,429496385,429496385,429496385,429496385,429496385,429496385,429496385,429496385,429496385,429496385,858992642,858992642,858992642,858992642,858992642,858992642,858992642,858992642,858992642,858992642,-8172,1269,1238,1891,1863,1860,1865,1862,1860,1860,1862,17430
1,1,19,logical_or,PIC,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,23,23,23,23,23,23,23,23,23,23,230,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993426,858993426,858993426,858993426,858993426,858993426,858993426,858993426,858993426,858993426,-332,329,337,310,310,310,310,310,310,310,310,3146
3,1,23,factorial_10,PIC,109,109,109,109,109,109,109,109,109,109,79,79,79,79,79,79,79,79,79,79,188,188,188,188,188,188,188,188,188,188,1880,429496586,429496586,429496586,429496586,429496586,429496586,429496586,429496586,429496586,429496586,429496625,429496625,429496625,429496625,429496625,429496625,429496625,429496625,429496625,429496625,858993211,858993211,858993211,858993211,858993211,858993211,858993211,858993211,858993211,858993211,-2482,434,454,1127,1059,1059,1039,1044,1044,1044,1042,9346
0,0,24,sum_1_to_100,PIC,464,464,464,464,464,464,464,464,464,464,260,260,260,260,260,260,260,260,260,260,724,724,724,724,724,724,724,724,724,724,7240,429496125,429496125,429496125,429496125,429496125,429496125,429496125,429496125,429496125,429496125,429496390,429496390,429496390,429496390,429496390,429496390,429496390,429496390,429496390,429496390,858992515,858992515,858992515,858992515,858992515,858992515,858992515,858992515,858992515,858992515,-9442,1103,1029,1705,1673,1676,1678,1678,1678,1675,1673,15568
1,0,26,popcount_a,PIC,122,122,122,122,122,122,122,122,122,122,86,86,86,86,86,86,86,86,86,86,208,208,208,208,208,208,208,208,208,208,2080,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496616,429496616,429496616,429496616,429496616,429496616,429496616,429496616,429496616,429496616,858993185,858993185,858993185,858993185,858993185,858993185,858993185,858993185,858993185,858993185,-2742,675,434,1119,1090,1068,1101,1085,1085,1068,1075,9800
0,1,25,gcd_ab,PIC,123,123,123,123,123,123,123,123,123,123,87,87,87,87,87,87,87,87,87,87,210,210,210,210,210,210,210,210,210,210,2100,429496568,429496568,429496568,429496568,429496568,429496568,429496568,429496568,429496568,429496568,429496615,429496615,429496615,429496615,429496615,429496615,429496615,429496615,429496615,429496615,858993183,858993183,858993183,858993183,858993183,858993183,858993183,858993183,858993183,858993183,-2762,532,504,1182,1114,1081,1086,1081,1086,1083,1086,9835
2,0,28,lcg_sequence,PIC,120,120,120,120,120,120,120,120,120,120,89,89,89,89,89,89,89,89,89,89,209,209,209,209,209,209,209,209,209,209,2090,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496612,858993184,858993184,858993184,858993184,858993184,858993184,858993184,858993184,858993184,858993184,-2752,1027,736,1391,1367,1351,1351,1366,1357,1351,1348,12645
3,0,30,sum_of_squares_ab,PIC,14,14,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,18,18,18,18,18,18,18,18,18,18,180,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,858993433,-262,517,308,305,305,305,305,305,308,308,308,3274
1,1,27,sum_mod7_0_to_999,PIC,4061,4061,4061,4061,4061,4061,4061,4061,4061,4061,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,61150,429491449,429491449,429491449,429491449,429491449,429491449,429491449,429491449,429491449,429491449,429494058,429494058,429494058,429494058,429494058,429494058,429494058,429494058,429494058,429494058,858985507,858985507,858985507,858985507,858985507,858985507,858985507,858985507,858985507,858985507,-79522,12332,12355,13007,12472,12964,12964,12969,12964,12965,13092,128084
3,1,31,sum_of_squares_0_to_99,PIC,469,469,469,469,469,469,469,469,469,469,265,265,265,265,265,265,265,265,265,265,734,734,734,734,734,734,734,734,734,734,7340,429496118,429496118,429496118,429496118,429496118,429496118,429496118,429496118,429496118,429496118,429496383,429496383,429496383,429496383,429496383,429496383,429496383,429496383,429496383,429496383,858992501,858992501,858992501,858992501,858992501,858992501,858992501,858992501,858992501,858992501,-9582,1363,1386,2034,1991,1994,1991,1997,1991,1989,1706,18442
0,0,32,repeated_square_mod,PIC,95,95,95,95,95,95,95,95,95,95,75,75,75,75,75,75,75,75,75,75,170,170,170,170,170,170,170,170,170,170,1700,429496604,429496604,429496604,429496604,429496604,429496604,429496604,429496604,429496604,429496604,429496630,429496630,429496630,429496630,429496630,429496630,429496630,429496630,429496630,429496630,858993234,858993234,858993234,858993234,858993234,858993234,858993234,858993234,858993234,858993234,-2252,784,517,1162,1134,1137,1137,1137,1133,1133,1137,10411
1,0,34,fibonacci_20,PIC,177,177,177,177,177,177,177,177,177,177,141,141,141,141,141,141,141,141,141,141,318,318,318,318,318,318,318,318,318,318,3180,429496498,429496498,429496498,429496498,429496498,429496498,429496498,429496498,429496498,429496498,429496545,429496545,429496545,429496545,429496545,429496545,429496545,429496545,429496545,429496545,858993043,858993043,858993043,858993043,858993043,858993043,858993043,858993043,858993043,858993043,-4162,750,586,1296,1219,1197,1197,1228,1195,1228,1202,11098
0,1,33,count_primes_below_100,PIC,4008,4008,4008,4008,4008,4008,4008,4008,4008,4008,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,5210,5210,5210,5210,5210,5210,5210,5210,5210,5210,52100,429491517,429491517,429491517,429491517,429491517,429491517,429491517,429491517,429491517,429491517,429495165,429495165,429495165,429495165,429495165,429495165,429495165,429495165,429495165,429495165,858986682,858986682,858986682,858986682,858986682,858986682,858986682,858986682,858986682,858986682,-67772,12992,11448,10309,9276,8234,7563,7066,6767,6440,6471,86566
2,0,36,russian_peasant_mul,PIC,129,129,129,129,129,129,129,129,129,129,84,84,84,84,84,84,84,84,84,84,213,213,213,213,213,213,213,213,213,213,2130,429496560,429496560,429496560,429496560,429496560,429496560,429496560,429496560,429496560,429496560,429496619,429496619,429496619,429496619,429496619,429496619,429496619,429496619,429496619,429496619,858993179,858993179,858993179,858993179,858993179,858993179,858993179,858993179,858993179,858993179,-2802,939,595,1229,1137,1161,1100,1135,1113,1074,1098,10581
3,0,38,sum_of_cubes_1_to_10,PIC,120,120,120,120,120,120,120,120,120,120,74,74,74,74,74,74,74,74,74,74,194,194,194,194,194,194,194,194,194,194,1940,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496572,429496632,429496632,429496632,429496632,429496632,429496632,429496632,429496632,429496632,429496632,858993204,858993204,858993204,858993204,858993204,858993204,858993204,858993204,858993204,858993204,-2552,602,406,1082,1069,1061,1075,1024,1026,1024,1021,9390
1,1,35,reverse_digits_a,PIC,80,80,80,80,80,80,80,80,80,80,61,61,61,61,61,61,61,61,61,61,141,141,141,141,141,141,141,141,141,141,1410,429496624,429496624,429496624,429496624,429496624,429496624,429496624,429496624,429496624,429496624,429496649,429496649,429496649,429496649,429496649,429496649,429496649,429496649,429496649,429496649,858993273,858993273,858993273,858993273,858993273,858993273,858993273,858993273,858993273,858993273,-1862,450,481,1126,1057,1037,1037,1037,1039,1037,1037,9338
3,1,39,xor_all_globals,PIC,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,22,22,22,22,22,22,22,22,22,22,220,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993427,858993427,858993427,858993427,858993427,858993427,858993427,858993427,858993427,858993427,-322,312,338,307,307,306,304,304,307,307,304,3096
0,0,40,complex_bitwise,PIC,16,16,16,16,16,16,16,16,16,16,6,6,6,6,6,6,6,6,6,6,22,22,22,22,22,22,22,22,22,22,220,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496720,429496720,429496720,429496720,429496720,429496720,429496720,429496720,429496720,429496720,858993427,858993427,858993427,858993427,858993427,858993427,858993427,858993427,858993427,858993427,-322,631,310,307,310,310,310,310,310,307,310,3415
1,0,42,mixed_arithmetic_masked,PIC,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,27,27,27,27,27,27,27,27,27,27,270,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,858993421,858993421,858993421,858993421,858993421,858993421,858993421,858993421,858993421,858993421,-382,649,315,315,315,315,315,315,315,315,315,3484
0,1,41,mixed_arithmetic_mod,PIC,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,23,23,23,23,23,23,23,23,23,23,230,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496710,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,429496716,858993426,858993426,858993426,858993426,858993426,858993426,858993426,858993426,858993426,858993426,-332,326,309,310,307,307,310,307,310,307,310,3103
2,0,44,abs_a_bitwise,PIC,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,28,28,28,28,28,28,28,28,28,28,280,429496708,429496708,429496708,429496708,429496708,429496708,429496708,429496708,429496708,429496708,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,429496711,858993419,858993419,858993419,858993419,858993419,858993419,858993419,858993419,858993419,858993419,-402,674,313,316,316,316,316,316,313,316,316,3512
3,0,46,count_bits_in_b,PIC,89,89,89,89,89,89,89,89,89,89,68,68,68,68,68,68,68,68,68,68,157,157,157,157,157,157,157,157,157,157,1570,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496612,429496639,429496639,429496639,429496639,429496639,429496639,429496639,429496639,429496639,429496639,858993251,858993251,858993251,858993251,858993251,858993251,858993251,858993251,858993251,858993251,-2082,643,397,1045,1024,1024,1003,1002,1002,1002,1002,9144
1,1,43,swap_ab_and_sum,PIC,21,21,21,21,21,21,21,21,21,21,16,16,16,16,16,16,16,16,16,16,37,37,37,37,37,37,37,37,37,37,370,429496701,429496701,429496701,429496701,429496701,429496701,429496701,429496701,429496701,429496701,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,429496707,858993408,858993408,858993408,858993408,858993408,858993408,858993408,858993408,858993408,858993408,-512,318,351,318,318,318,318,318,318,318,318,3213
3,1,47,parity_a,PIC,126,126,126,126,126,126,126,126,126,126,87,87,87,87,87,87,87,87,87,87,213,213,213,213,213,213,213,213,213,213,2130,429496564,429496564,429496564,429496564,429496564,429496564,429496564,429496564,429496564,429496564,429496615,429496615,429496615,429496615,429496615,429496615,429496615,429496615,429496615,429496615,858993179,858993179,858993179,858993179,858993179,858993179,858993179,858993179,858993179,858993179,-2802,479,501,1158,1110,1088,1088,1088,1088,1086,1088,9774
0,0,48,shift_mix_ab,PIC,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,150,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496714,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,429496723,858993437,858993437,858993437,858993437,858993437,858993437,858993437,858993437,858993437,858993437,-222,516,301,301,298,301,298,301,301,301,298,3216
1,0,50,count_ones_in_a,PIC,122,122,122,122,122,122,122,122,122,122,86,86,86,86,86,86,86,86,86,86,208,208,208,208,208,208,208,208,208,208,2080,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496569,429496616,429496616,429496616,429496616,429496616,429496616,429496616,429496616,429496616,429496616,858993185,858993185,858993185,858993185,858993185,858993185,858993185,858993185,858993185,858993185,-2742,755,426,1115,1059,1068,1059,1059,1061,1068,1059,9729
0,1,49,simple_parity_a,PIC,145,145,145,145,145,145,145,145,145,145,91,91,91,91,91,91,91,91,91,91,236,236,236,236,236,236,236,236,236,236,2360,429496539,429496539,429496539,429496539,429496539,429496539,429496539,429496539,429496539,429496539,429496610,429496610,429496610,429496610,429496610,429496610,429496610,429496610,429496610,429496610,858993149,858993149,858993149,858993149,858993149,858993149,858993149,858993149,858993149,858993149,-3102,500,486,1150,1091,1109,1103,1068,1070,1068,1073,9718
2,0,52,selection_sort,PIC,53671,53671,53671,53671,53671,53671,53671,53671,53671,53671,10775,10775,10775,10775,10775,10775,10775,10775,10775,10775,64446,64446,64446,64446,64446,64446,64446,64446,64446,64446,644460,429426956,429426956,429426956,429426956,429426956,429426956,429426956,429426956,429426956,429426956,429482720,429482720,429482720,429482720,429482720,429482720,429482720,429482720,429482720,429482720,858909676,858909676,858909676,858909676,858909676,858909676,858909676,858909676,858909676,858909676,-837832,85006,83555,83827,83097,82776,82697,82705,83791,82560,82523,832537
3,0,54,insertion_sort,PIC,21971,21971,21971,21971,21971,21971,21971,21971,21971,21971,5790,5790,5790,5790,5790,5790,5790,5790,5790,5790,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,277610,429468166,429468166,429468166,429468166,429468166,429468166,429468166,429468166,429468166,429468166,429489201,429489201,429489201,429489201,429489201,429489201,429489201,429489201,429489201,429489201,858957367,858957367,858957367,858957367,858957367,858957367,858957367,858957367,858957367,858957367,-360922,43615,42531,43011,42870,42709,42750,42690,42705,42687,42713,428281
1,1,51,bubble_sort,PIC,78792,78792,78792,78792,78792,78792,78792,78792,78792,78792,16991,16991,16991,16991,16991,16991,16991,16991,16991,16991,95783,95783,95783,95783,95783,95783,95783,95783,95783,95783,957830,429394298,429394298,429394298,429394298,429394298,429394298,429394298,429394298,429394298,429394298,429474640,429474640,429474640,429474640,429474640,429474640,429474640,429474640,429474640,429474640,858868938,858868938,858868938,858868938,858868938,858868938,858868938,858868938,858868938,858868938,-1245212,136935,134288,133716,131264,131207,132163,130767,130872,130768,132288,1324268
3,1,55,quick_sort,PIC,12925,12925,12925,12925,12925,12925,12925,12925,12925,12925,3138,3138,3138,3138,3138,3138,3138,3138,3138,3138,16063,16063,16063,16063,16063,16063,16063,16063,16063,16063,160630,429479925,429479925,429479925,429479925,429479925,429479925,429479925,429479925,429479925,429479925,429492648,429492648,429492648,429492648,429492648,429492648,429492648,429492648,429492648,429492648,858972573,858972573,858972573,858972573,858972573,858972573,858972573,858972573,858972573,858972573,-208862,31784,28960,26016,22779,21086,20271,19762,19462,19391,19403,228914
